chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,harmony,perceptr,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.31792948,0.15428722,2154.466689299484,1986.6084233010001,3982.4842517959073,0.10778052740421827,-0.0025062782,-0.00040567748,[117.45383523],-97.10883,93.3195,-52.058502,6.1461363,-11.241049,-2.84047,-10.334955,-7.0916896,-11.438733,-1.2086323,-5.3767867,-1.0554265,-8.717425,-3.7271543,-3.1918428,0.017032446,-5.898579,4.431806,-1.7476429,-0.7276802,0
0.27650315,0.13855325,1700.2208258931823,2259.218080123599,3850.7683815970877,0.05221623754353715,-0.0020153173,-0.0024219856,[99.38401442],-158.47302,111.087494,18.107206,29.5472,1.1081778,-0.66976863,-7.541855,1.140828,-2.5630069,3.952952,-4.066943,0.8279626,-1.7108755,0.2301304,-5.022406,-4.920069,-3.1324604,-4.5582848,-1.662471,4.418762,0
0.41511443,0.31005657,1866.5829300680098,2406.113245244825,4172.7164348212555,0.06711939761513158,4.2041906e-06,-0.00010595137,[123.046875],-56.20076,109.55744,12.380425,18.53795,11.172234,10.584216,5.1052046,8.120743,1.6659408,4.354557,3.2832935,6.3678966,3.9558015,5.65871,-2.2069244,7.1591835,-2.5109468,-2.4682522,0.26919255,-0.14440788,0
0.23994951,0.099658184,1998.1036405162474,2401.2386953487894,4053.417156207672,0.08015333240615326,1.3394698e-06,1.6567767e-05,[112.34714674],-197.42172,97.66444,-7.3655057,-3.7115173,2.1326406,-0.14070588,-0.9567973,-11.550489,-12.527222,-2.2046182,-12.376233,-7.1979375,-9.097275,-5.4411607,-9.153602,-4.057735,-8.538379,0.05444865,-2.2493217,-1.0416262,0
0.30251962,0.24490348,1662.4566266292975,2164.0914710494085,3011.965120392318,0.07509365022736068,-1.4461639e-06,-0.00021198229,[92.28515625],-98.613304,124.87667,5.9187016,4.1009135,11.757376,10.129803,4.5191846,-2.6744235,5.5403113,13.366913,-0.30288383,-0.44983098,-9.699217,-3.3679206,2.801272,1.3350501,1.9726233,7.31822,1.1117315,0.51303345,0
0.2474613,0.13156575,3413.8827079490106,3016.104608284574,7352.43887414135,0.16470535325561145,-1.638801e-06,-4.2743955e-06,[161.49902344],-149.27467,41.17456,-34.01387,-26.786432,1.4806168,-33.61641,-10.7810335,-13.956386,-22.770048,-4.7885013,0.7298988,-19.328325,-6.2720423,-19.528728,-4.4784636,-0.9838033,-13.91949,11.994641,-2.477229,6.498523,0
0.32910287,0.21638782,2094.05388933901,2342.9242668964616,4359.415305878725,0.10098994110390867,-0.0003164188,6.689675e-05,[129.19921875],-89.2717,102.75698,-2.743251,12.241456,-0.539595,4.4872584,-3.6709566,-0.6944548,-10.069808,-2.019076,-3.84317,0.6981569,0.55298954,3.3871503,-0.01525312,-0.12569416,-3.5958302,2.792175,0.00986346,1.4188595,0
0.33115616,0.12976812,2781.9661571795414,2464.354002293054,5593.4328439434985,0.13326450029024767,-5.043632e-05,3.3800614e-05,[67.99958882],-125.76091,61.551434,-18.000832,20.745045,-5.155506,-3.230828,-17.561296,-4.104016,-20.819098,2.46383,-13.337921,0.4582477,-13.606458,-2.9986653,-3.0330925,-7.8412323,-9.4687805,0.1458563,-12.419111,3.6332839,0
0.4281988,0.19733334,2120.5995948478894,2204.243543744458,4300.415662641496,0.10019251584268576,3.5857952e-06,-4.4393437e-05,[89.10290948],-99.52698,102.508644,-8.762427,38.111366,4.445771,0.86387783,-1.1665933,0.25534225,-0.069626376,0.41954765,-6.0689645,4.245527,-2.151849,1.09848,-6.5335283,6.533349,-5.827782,-3.14088,-0.8052572,-3.7222152,0
0.4462781,0.20806928,1174.7654346839292,1628.938250016128,2439.435249068789,0.03420387480650155,-5.159688e-06,-9.8841396e-05,[123.046875],-194.95729,132.75053,25.03909,31.55632,17.749205,9.142813,1.8921496,7.910035,-0.100035064,-0.6343904,-0.62587166,-0.031882837,-2.9243865,-1.5369956,-0.03423751,1.2602397,-2.786455,-1.6905688,-2.1174717,-0.45969772,0
0.4323799,0.25908872,1962.7564461860914,2397.325144807653,4423.589917823626,0.06714963174825851,-1.2715734e-05,-0.00032244012,[117.45383523],-66.66452,105.525955,9.816882,27.108389,5.8518815,12.560921,2.053819,10.206877,-5.147628,6.557903,1.6812063,1.92613,-0.36485332,3.1961231,-4.5820994,0.11116803,-2.3689837,-0.22662948,-2.7173073,-0.62228376,0
0.35392308,0.12833317,2312.7947717359843,2726.08750571373,5130.377310643624,0.10303981532991487,-0.0013531592,-0.00052431435,[92.28515625],-213.66753,94.70325,36.64297,12.45065,13.59091,3.8861742,6.7058954,2.6279604,2.468445,1.722167,3.7425551,2.0842543,-5.3697906,-2.2069497,-1.3366334,3.3686259,-0.5360064,4.0329733,-1.3559773,0.7184596,0
